Title,Type,Num Bids,Current Bid,Buy Price,End Date,Link
NVIDIA GeForce GTX 970 - ASUS Strix,hybrid,0,119.0,199.0,2020-11-24 21:00:00,https://www.ricardo.ch/de/a/nvidia-geforce-gtx-970-asus-strix-1145015636/
GeForce GTX 1650 Windforce OC 4GB,auction,0,125.0,,2020-11-22 20:03:00,https://www.ricardo.ch/de/a/geforce-gtx-1650-windforce-oc-4gb-1143967860/
carte graphique Asus GT 730 2 gb,hybrid,0,15.0,30.0,2020-11-22 12:19:00,https://www.ricardo.ch/de/a/carte-graphique-asus-gt-730-2-gb-1145058148/
Asus GTX 970 Strix DC2OC-4GD5,hybrid,0,70.0,110.0,2020-11-19 12:00:00,https://www.ricardo.ch/de/a/asus-gtx-970-strix-dc2oc-4gd5-1142907214/
NVIDIA GeForce GT710 - NEW / Postversand,hybrid,0,39.0,61.0,2020-11-21 22:47:00,https://www.ricardo.ch/de/a/nvidia-geforce-gt710-new-postversand-1122947234/
Grafikkarte Asus GTX 780,direct,,,90.0,2020-11-20 17:45:00,https://www.ricardo.ch/de/a/grafikkarte-asus-gtx-780-1144141194/
Gtx 1080 Ti Gaming X 11G,hybrid,0,400.0,600.0,2020-11-21 11:14:00,https://www.ricardo.ch/de/a/gtx-1080-ti-gaming-x-11g-1142998942/
ASUS ENGTS250 Dark Knight Series!,direct,,,20.0,2020-11-27 18:26:00,https://www.ricardo.ch/de/a/asus-engts250-dark-knight-series!-1128285946/
MSI Grafikkarte,hybrid,0,5.0,12.0,2020-11-22 21:01:00,https://www.ricardo.ch/de/a/msi-grafikkarte-1125485894/
ASUS ENGTS250 DK DI,direct,,,25.0,2020-11-27 18:26:00,https://www.ricardo.ch/de/a/asus-engts250-dk-di-1128285950/
Nvidia NVS310,direct,,,20.0,2020-11-24 12:58:00,https://www.ricardo.ch/de/a/nvidia-nvs310-1144922008/
Nvidia NVS 300 - 512 MB,direct,,,15.0,2020-11-25 12:22:00,https://www.ricardo.ch/de/a/nvidia-nvs-300-512-mb-1109662834/
Gainward GeForce GTX 1050,hybrid,0,60.0,100.0,2020-11-21 13:48:00,https://www.ricardo.ch/de/a/gainward-geforce-gtx-1050-1144928384/
"ASUS GeForce GTX 280, 1'024MB, GDDR3",direct,,,39.0,2020-11-22 16:40:00,https://www.ricardo.ch/de/a/asus-geforce-gtx-280-1'024mb-gddr3-981698680/
GeeoForce Grafikkarte,auction,0,28.9,,2020-11-24 09:29:00,https://www.ricardo.ch/de/a/geeoforce-grafikkarte-1111724492/
XFX HD 6870 Black Edition,hybrid,0,44.0,47.0,2020-11-25 00:10:00,https://www.ricardo.ch/de/a/xfx-hd-6870-black-edition-1126169608/
"Gainward RTX 2080 Phoenix GS, warranty",hybrid,0,480.0,600.0,2020-11-20 12:01:00,https://www.ricardo.ch/de/a/gainward-rtx-2080-phoenix-gs-warranty-1143409706/
Carte graphique MSI GTX 1050,direct,,,90.0,2020-11-25 09:42:00,https://www.ricardo.ch/de/a/carte-graphique-msi-gtx-1050-1094773646/
Sapphire Radeon R9 290X BF4,auction,0,60.0,,2020-11-23 09:29:00,https://www.ricardo.ch/de/a/sapphire-radeon-r9-290x-bf4-1143489484/
Nvidia NVS 310 - Dual DP / 512 MB,direct,,,20.0,2020-11-21 11:58:00,https://www.ricardo.ch/de/a/nvidia-nvs-310-dual-dp-512-mb-1097835526/
ASUS GeForce GTX690-4GD5 (Grafikkarte),hybrid,0,115.0,140.0,2020-11-22 13:23:00,https://www.ricardo.ch/de/a/asus-geforce-gtx690-4gd5-(grafikkarte)-1130636340/
Intel Core i5-3550 3.30GHz,auction,0,99.0,,2020-11-22 22:02:00,https://www.ricardo.ch/de/a/intel-core-i5-3550-3.30ghz-1143835646/
GTX 1060 6144M GDDR5 192bit DVI3-DP HDMI,auction,0,150.0,,2020-11-21 19:45:00,https://www.ricardo.ch/de/a/gtx-1060-6144m-gddr5-192bit-dvi3-dp-hdmi-1144599374/
NVIDIA NVS 510 graphics card / PCI-e,hybrid,0,195.0,235.0,2020-11-22 13:30:00,https://www.ricardo.ch/de/a/nvidia-nvs-510-graphics-card-pci-e-1104110594/
Radeon HD 4350 PCI Express,direct,,,25.0,2020-11-22 10:08:00,https://www.ricardo.ch/de/a/radeon-hd-4350-pci-express-1113752850/
Gigabyte 3- Way SLI Karte,direct,,,8.0,2020-11-23 20:26:00,https://www.ricardo.ch/de/a/gigabyte-3-way-sli-karte-1103557316/
Grafikkarte PNY Nvidia Quadro NVS 300,hybrid,0,66.0,80.0,2020-11-24 20:12:00,https://www.ricardo.ch/de/a/grafikkarte-pny-nvidia-quadro-nvs-300-1141957670/
Gamer PC; GTX ROG STRIX 1070: 24 GB RAM,direct,,,600.0,2020-11-22 15:17:00,https://www.ricardo.ch/de/a/gamer-pc-gtx-rog-strix-1070-24-gb-ram-1144634992/
Msi rtx 2081 ti ventus 11g PCIe,auction,0,600.0,,2020-11-22 15:29:00,https://www.ricardo.ch/de/a/msi-rtx-2081-ti-ventus-11g-pcie-1142051818/
Ordinateur Asus i3 2.8Gh,hybrid,0,150.0,220.0,2020-11-19 10:46:00,https://www.ricardo.ch/de/a/ordinateur-asus-i3-2.8gh-1142475806/
HIS HD5770 Grafikkarte,direct,,,27.0,2020-11-19 16:58:00,https://www.ricardo.ch/de/a/his-hd5770-grafikkarte-1118249584/
Gainward GeForce GTX 550TI,direct,,,33.0,2020-11-19 13:54:00,https://www.ricardo.ch/de/a/gainward-geforce-gtx-550ti-1132284536/
Asus ENGTX650 TI DCII/2DI/1GD5,direct,,,42.0,2020-11-19 16:18:00,https://www.ricardo.ch/de/a/asus-engtx650-ti-dcii-2di-1gd5-1118246452/
Sapphire / AMD HD6450 Grafikkarte,hybrid,0,40.0,50.0,2020-11-22 17:46:00,https://www.ricardo.ch/de/a/sapphire-amd-hd6450-grafikkarte-1145109768/
NVIDIA NVS 510,direct,,,69.9,2020-11-21 13:06:00,https://www.ricardo.ch/de/a/nvidia-nvs-510-1127058110/
Grafikk: Sapphire R9 390 Nitro Tri-X OC,hybrid,2,67.0,135.0,2020-11-22 20:00:00,https://www.ricardo.ch/de/a/grafikk-sapphire-r9-390-nitro-tri-x-oc-1145175602/
Asus Radeon R9 270X Grafikarte,direct,,,129.0,2020-11-20 17:58:00,https://www.ricardo.ch/de/a/asus-radeon-r9-270x-grafikarte-1109698592/
EK-FC1070 GTX Ti ASUS RGB - Nickel,direct,,,130.0,2020-11-20 10:42:00,https://www.ricardo.ch/de/a/ek-fc1070-gtx-ti-asus-rgb-nickel-1099694118/
2 x PCIe 8 (6 + 2) Stift Grafikkarte PCI,direct,,,5.0,2020-11-26 17:04:00,https://www.ricardo.ch/de/a/2-x-pcie-8-(6-2)-stift-grafikkarte-pci-1137731988/
Zotac RTX 3070 Twin Edge,direct,,,700.0,2020-11-27 10:27:00,https://www.ricardo.ch/de/a/zotac-rtx-3070-twin-edge-1145381076/
MSI GF65 Thin 9SEXR-236XES,hybrid,0,800.0,1100.0,2020-11-19 23:29:00,https://www.ricardo.ch/de/a/msi-gf65-thin-9sexr-236xes-1140193136/
MSI GeForce RTX 2080 Ti Gaming X Trio,direct,,,830.0,2020-11-25 20:26:00,https://www.ricardo.ch/de/a/msi-geforce-rtx-2080-ti-gaming-x-trio-1144561152/
"Älterer Gaming Pc, guter Zustand",auction,0,350.0,,2020-11-18 20:29:00,https://www.ricardo.ch/de/a/aelterer-gaming-pc-guter-zustand-1144438142/
EVGA Geforce GTX 950 SC,hybrid,0,50.0,80.0,2020-11-23 23:16:00,https://www.ricardo.ch/de/a/evga-geforce-gtx-950-sc-1143306640/
Sapphire Radeon rx 580 8gb,auction,8,150.0,,2020-11-21 15:59:00,https://www.ricardo.ch/de/a/sapphire-radeon-rx-580-8gb-1144990686/
GeForce GTX 1070,auction,7,210.0,,2020-11-18 20:30:00,https://www.ricardo.ch/de/a/geforce-gtx-1070-1144790688/
AMD Radeon rx 570 8gb OC,hybrid,0,200.0,300.0,2020-11-24 07:18:00,https://www.ricardo.ch/de/a/amd-radeon-rx-570-8gb-oc-1145358970/
Nvidia Quadro K2000,hybrid,0,50.0,100.0,2020-11-25 12:01:00,https://www.ricardo.ch/de/a/nvidia-quadro-k2000-1145056742/
ASUS GTX 1060 6GB,hybrid,6,90.0,300.0,2020-11-22 13:10:00,https://www.ricardo.ch/de/a/asus-gtx-1060-6gb-1145066718/
Nvidia Quadro M4000 8GB,direct,,,300.0,2020-11-20 13:33:00,https://www.ricardo.ch/de/a/nvidia-quadro-m4000-8gb-1141039434/
Gigabyte GeForce RTX 3080 EAGLE OC 10GB,hybrid,22,875.0,1200.0,2020-11-18 20:30:00,https://www.ricardo.ch/de/a/gigabyte-geforce-rtx-3080-eagle-oc-10gb-1144507656/
Sapphire Pulse Radeon RX 580 - Grafik...,direct,,,259.6,2020-11-25 10:04:00,https://www.ricardo.ch/de/a/sapphire-pulse-radeon-rx-580-grafik...-1137533718/
GTX650 1G,auction,0,20.0,,2020-11-22 11:00:00,https://www.ricardo.ch/de/a/gtx650-1g-1143977588/
Grafikkarte geforce gtx 650 1GB,auction,0,20.0,,2020-11-23 07:40:00,https://www.ricardo.ch/de/a/grafikkarte-geforce-gtx-650-1gb-1143037402/
Apple Mac ATI Mach64 Grafikkarte PCI,auction,0,5.0,,2020-11-19 10:04:00,https://www.ricardo.ch/de/a/apple-mac-ati-mach64-grafikkarte-pci-1022511322/
2x Grafikkarte / Zotac + Asus,hybrid,0,11.0,12.0,2020-11-20 23:25:00,https://www.ricardo.ch/de/a/2x-grafikkarte-zotac-asus-1141940370/
USB 3.0 auf to HDMI Grafik Konverter 2,direct,,,34.9,2020-11-22 11:48:00,https://www.ricardo.ch/de/a/usb-3.0-auf-to-hdmi-grafik-konverter-2-1132674566/
SAPPHIRE NITRO R9 380x 4GB GDDR5 256bit,hybrid,0,99.0,149.0,2020-11-22 12:20:00,https://www.ricardo.ch/de/a/sapphire-nitro-r9-380x-4gb-gddr5-256bit-1106954340/
XFX RADEON HD 6870 1GB Graphics Card,hybrid,0,25.0,39.0,2020-11-27 20:04:00,https://www.ricardo.ch/de/a/xfx-radeon-hd-6870-1gb-graphics-card-1145579358/
Zotac Gtx560 Ti448 cores Limited Edition,hybrid,0,50.0,200.0,2020-11-22 12:16:00,https://www.ricardo.ch/de/a/zotac-gtx560-ti448-cores-limited-edition-1141858634/
Asuss GeForce ROG STRIX GTX 1060 6GB,hybrid,0,180.0,250.0,2020-11-22 16:16:00,https://www.ricardo.ch/de/a/asuss-geforce-rog-strix-gtx-1060-6gb-1129882238/
Bitspower VG-N980TIAS Acrylic in OvP - 1,auction,0,45.0,,2020-11-18 20:40:00,https://www.ricardo.ch/de/a/bitspower-vg-n980tias-acrylic-in-ovp-1-1139441584/
Bitspower VG-N980TIAS Acrylic in OvP - 2,auction,0,45.0,,2020-11-18 20:40:00,https://www.ricardo.ch/de/a/bitspower-vg-n980tias-acrylic-in-ovp-2-1139441586/
Grafikkarte NVIDIA NVS 310,direct,,,49.9,2020-11-19 18:02:00,https://www.ricardo.ch/de/a/grafikkarte-nvidia-nvs-310-1144516772/
USB3.1 Typ C zu VGA Konverter Adapter 11,direct,,,19.8,2020-11-20 04:30:00,https://www.ricardo.ch/de/a/usb3.1-typ-c-zu-vga-konverter-adapter-11-888613626/
Nvidia GTX 750Ti Einsteiger Grafikkarte,hybrid,0,30.0,50.0,2020-11-21 16:58:00,https://www.ricardo.ch/de/a/nvidia-gtx-750ti-einsteiger-grafikkarte-1145267428/
Matrox Millennium G450 32MB 64-bit DDR P,direct,,,20.0,2020-11-21 11:40:00,https://www.ricardo.ch/de/a/matrox-millennium-g450-32mb-64-bit-ddr-p-1107856934/
USB 3.1 Typ C zu HDMI Adapterkabel,direct,,,12.5,2020-11-23 18:46:00,https://www.ricardo.ch/de/a/usb-3.1-typ-c-zu-hdmi-adapterkabel-1116983992/
Nvidia Quadro K5000 - 4 Gb DDR5,auction,0,700.0,,2020-11-23 16:59:00,https://www.ricardo.ch/de/a/nvidia-quadro-k5000-4-gb-ddr5-1143053704/
R9 280X GAMING 3G (Grafikkarte),auction,0,60.0,,2020-11-23 22:02:00,https://www.ricardo.ch/de/a/r9-280x-gaming-3g-(grafikkarte)-1140001330/
Asus GEFORCE gtx 1060 6gb,auction,0,150.0,,2020-11-21 11:59:00,https://www.ricardo.ch/de/a/asus-geforce-gtx-1060-6gb-1145296058/
USB 3.0 to VGA Graphic Card Display Adap,direct,,,35.0,2020-11-20 13:00:00,https://www.ricardo.ch/de/a/usb-3.0-to-vga-graphic-card-display-adap-991696330/
PCI-Karte approx! APPPCIE2S 2 Parallele,direct,,,27.35,2020-11-19 18:01:00,https://www.ricardo.ch/de/a/pci-karte-approx!-apppcie2s-2-parallele-1145583710/
ATI CROSSFIRE Adapterkabel,hybrid,0,6.0,11.0,2020-11-21 18:54:00,https://www.ricardo.ch/de/a/ati-crossfire-adapterkabel-1108903104/
Palit NVIDIA GeForce GTX 960,auction,,,,2020-11-21 18:53:00,https://www.ricardo.ch/de/a/palit-nvidia-geforce-gtx-960-1145248630/
Matrox Y16149-01 DVI MXO Converter Kabe,direct,,,17.0,2020-11-27 13:52:00,https://www.ricardo.ch/de/a/matrox-y16149-01-dvi-mxo-converter-kabe-1132179714/
AMD Radeon Pro WX 9100,hybrid,0,600.0,1350.0,2020-11-21 20:33:00,https://www.ricardo.ch/de/a/amd-radeon-pro-wx-9100-1141088784/
AMD crossfire,direct,,,6.0,2020-11-24 11:54:00,https://www.ricardo.ch/de/a/amd-crossfire-1136016096/
Grafikkarte Matrox 2x DVI,direct,,,15.0,2020-11-23 21:18:00,https://www.ricardo.ch/de/a/grafikkarte-matrox-2x-dvi-1115805890/
Micro HDMI Adapter HDMI,direct,,,8.0,2020-11-26 07:04:00,https://www.ricardo.ch/de/a/micro-hdmi-adapter-hdmi-1119678202/
ASUS AMD Radeon HD 6670,direct,,,49.0,2020-11-23 16:04:00,https://www.ricardo.ch/de/a/asus-amd-radeon-hd-6670-1000841932/
Nvidia GTX 960 4 GB,hybrid,2,12.0,120.0,2020-11-20 18:00:00,https://www.ricardo.ch/de/a/nvidia-gtx-960-4-gb-1145439528/
Mini Display Port zu DVI,direct,,,11.0,2020-11-26 18:06:00,https://www.ricardo.ch/de/a/mini-display-port-zu-dvi-1095658998/
FSC D2823-a11 Gs1 D2823 DVI Add On Card,direct,,,20.0,2020-11-20 11:46:00,https://www.ricardo.ch/de/a/fsc-d2823-a11-gs1-d2823-dvi-add-on-card-1132543508/
Adaptateur Molex à 3 pin ventilateur,direct,,,3.0,2020-11-20 16:58:00,https://www.ricardo.ch/de/a/adaptateur-molex-a-3-pin-ventilateur-1135017868/
EVGA Geforce GTX 770 2 GB GDDR5,hybrid,0,100.0,120.0,2020-11-21 17:08:00,https://www.ricardo.ch/de/a/evga-geforce-gtx-770-2-gb-gddr5-1142774558/
Grafikkarte Maintek / Asustek LCD,hybrid,0,3.0,8.0,2020-11-22 21:34:00,https://www.ricardo.ch/de/a/grafikkarte-maintek-asustek-lcd-1116449088/
Nivida Grafikkarte aus HP PC,hybrid,0,4.0,8.0,2020-11-22 22:14:00,https://www.ricardo.ch/de/a/nivida-grafikkarte-aus-hp-pc-1091986496/
Grafikkarte Radeon HD 4870,hybrid,0,15.0,30.0,2020-11-22 21:22:00,https://www.ricardo.ch/de/a/grafikkarte-radeon-hd-4870-1144167146/
Matrox MGI M9140 E512LAF 512MB Graphics,direct,,,35.0,2020-11-22 10:36:00,https://www.ricardo.ch/de/a/matrox-mgi-m9140-e512laf-512mb-graphics-1107848486/
Nvidia geforce gt730,auction,0,100.0,,2020-11-20 09:15:00,https://www.ricardo.ch/de/a/nvidia-geforce-gt730-1099587856/
Dallmeier SCD-25 Rev.1.1.2/1 PCI Card,direct,,,20.0,2020-11-22 10:32:00,https://www.ricardo.ch/de/a/dallmeier-scd-25-rev.1.1.2-1-pci-card-1107847828/
Grafikkarte Dell Quadro P2000 Neu ungebr,auction,0,300.0,,2020-11-20 16:38:00,https://www.ricardo.ch/de/a/grafikkarte-dell-quadro-p2000-neu-ungebr-1106782250/
ELSA 3D Revelator - Infrared Version,direct,,,60.0,2020-11-23 13:58:00,https://www.ricardo.ch/de/a/elsa-3d-revelator-infrared-version-991611984/
Grafikkarte Nvidia GeForce RTX 2080 Ti,direct,,,699.0,2020-11-24 09:20:00,https://www.ricardo.ch/de/a/grafikkarte-nvidia-geforce-rtx-2080-ti-1144897304/
GTX 1050 TI OC GAMING,direct,,,150.0,2020-11-23 20:45:00,https://www.ricardo.ch/de/a/gtx-1050-ti-oc-gaming-1144848100/
