Title,Type,Num Bids,Current Bid,Buy Price,End Date,Link
graphique ASUS EN6500/TD/128M/A pci-e,auction,0,7.1,,2020-11-23 19:29:00,https://www.ricardo.ch/de/a/graphique-asus-en6500-td-128m-a-pci-e-1128828876/
carte graphique ATI Radeon X300 128MB,auction,0,6.6,,2020-11-23 19:30:00,https://www.ricardo.ch/de/a/carte-graphique-ati-radeon-x300-128mb-1128829116/
carte graphique ati radeon x300 256mb,auction,0,7.3,,2020-11-23 19:29:00,https://www.ricardo.ch/de/a/carte-graphique-ati-radeon-x300-256mb-1128829422/
ATI Radeon X300 SE 128MB DVI PCIe,auction,0,5.2,,2020-11-23 19:29:00,https://www.ricardo.ch/de/a/ati-radeon-x300-se-128mb-dvi-pcie-1128829604/
ATI radeon x550 128mb 256mb vga/tv,auction,0,4.1,,2020-11-23 19:30:00,https://www.ricardo.ch/de/a/ati-radeon-x550-128mb-256mb-vga-tv-1128829758/
Carte graphique asus gt630 2gd3,auction,0,15.6,,2020-11-23 19:30:00,https://www.ricardo.ch/de/a/carte-graphique-asus-gt630-2gd3-1145341146/
XFX Radeon RX 5700 XT THICC II,auction,0,450.0,,2020-11-20 06:52:00,https://www.ricardo.ch/de/a/xfx-radeon-rx-5700-xt-thicc-ii-1137938318/
Geforce GTX 770 4GB,auction,,,,2020-11-22 20:55:00,https://www.ricardo.ch/de/a/geforce-gtx-770-4gb-1145244036/
2x Arctic Thermal Pad 50 x 50 x 1mm,hybrid,0,14.9,15.0,2020-11-19 20:37:00,https://www.ricardo.ch/de/a/2x-arctic-thermal-pad-50-x-50-x-1mm-1140417428/
Gigabyte GeForce RTX 3080 Gaming OC 10G,hybrid,0,1099.0,1249.0,2020-11-24 09:23:00,https://www.ricardo.ch/de/a/gigabyte-geforce-rtx-3080-gaming-oc-10g-1145515858/
Razer Blade 15 2019 - RTX 2070,hybrid,0,1600.0,2100.0,2020-11-23 19:21:00,https://www.ricardo.ch/de/a/razer-blade-15-2019-rtx-2070-1134839142/
Vega 64,hybrid,0,250.0,400.0,2020-11-24 12:00:00,https://www.ricardo.ch/de/a/vega-64-1137002956/
Matrox Milllenium PCI Graphikkarte,auction,0,19.0,,2020-11-22 13:52:00,https://www.ricardo.ch/de/a/matrox-milllenium-pci-graphikkarte-1142816408/
Palit GeForce GTX 1060 Dual,auction,0,85.0,,2020-11-23 10:56:00,https://www.ricardo.ch/de/a/palit-geforce-gtx-1060-dual-1145213904/
RADEON RX 580 8gb,auction,,,,2020-11-23 14:10:00,https://www.ricardo.ch/de/a/radeon-rx-580-8gb-1145245632/
2 x Geforce GTX 1080 TI,hybrid,0,749.0,899.0,2020-11-21 19:59:00,https://www.ricardo.ch/de/a/2-x-geforce-gtx-1080-ti-1145292412/
"HP, nVidia NVS 510 Grafikkarte, 2GB",hybrid,0,25.0,250.0,2020-11-22 21:15:00,https://www.ricardo.ch/de/a/hp-nvidia-nvs-510-grafikkarte-2gb-1145428410/
ASUS GTX 1060,auction,0,150.0,,2020-11-22 20:04:00,https://www.ricardo.ch/de/a/asus-gtx-1060-1145324200/
ASUS GTX 660 Ti,hybrid,0,20.0,30.0,2020-11-23 22:03:00,https://www.ricardo.ch/de/a/asus-gtx-660-ti-1145324614/
ASUS GTX 660 Ti,hybrid,0,20.0,30.0,2020-11-23 22:03:00,https://www.ricardo.ch/de/a/asus-gtx-660-ti-1145324626/
DEFEKTER AOC C27G2ZU,auction,0,50.0,,2020-11-23 22:23:00,https://www.ricardo.ch/de/a/defekter-aoc-c27g2zu-1145325974/
MSI RTX 3080 Gaming X TRIO Per Sofort!,hybrid,0,1150.0,1450.0,2020-11-21 21:00:00,https://www.ricardo.ch/de/a/msi-rtx-3080-gaming-x-trio-per-sofort!-1145420070/
MSI RTX 3080 Gaming X Trio 10G,hybrid,0,1229.0,1349.0,2020-11-25 09:21:00,https://www.ricardo.ch/de/a/msi-rtx-3080-gaming-x-trio-10g-1144347210/
"Nvidia K4200 Quadro, 4.0GB GDDR5",direct,,,177.0,2020-11-20 19:53:00,https://www.ricardo.ch/de/a/nvidia-k4200-quadro-4.0gb-gddr5-1129376912/
Gigabyte GeForce RTX 3080 Gaming OC,direct,,,1099.0,2020-11-23 14:43:00,https://www.ricardo.ch/de/a/gigabyte-geforce-rtx-3080-gaming-oc-1145247422/
Gainward Geforce GTX 1060 6GB,auction,6,60.0,,2020-11-22 21:30:00,https://www.ricardo.ch/de/a/gainward-geforce-gtx-1060-6gb-1145406630/
RTX 3080 FE Founder Edition Nvidia NEU,hybrid,0,1599.0,2499.0,2020-11-24 17:18:00,https://www.ricardo.ch/de/a/rtx-3080-fe-founder-edition-nvidia-neu-1145431128/
MSI GeForce GTX 1050 TI OC Grafikkarte,direct,,,99.0,2020-11-27 17:59:00,https://www.ricardo.ch/de/a/msi-geforce-gtx-1050-ti-oc-grafikkarte-1145434666/
Grafikkarte Asus NVidia GT 610,hybrid,0,5.0,20.0,2020-11-24 21:38:00,https://www.ricardo.ch/de/a/grafikkarte-asus-nvidia-gt-610-1145463958/
carte graphique his ice Q turbo 512mb,auction,0,5.5,,2020-11-23 19:30:00,https://www.ricardo.ch/de/a/carte-graphique-his-ice-q-turbo-512mb-1143878682/
NVIDIA GeForce GTX580,hybrid,0,59.0,90.0,2020-11-24 06:14:00,https://www.ricardo.ch/de/a/nvidia-geforce-gtx580-1140134068/
Asus GTX 480,auction,0,15.0,,2020-11-22 16:09:00,https://www.ricardo.ch/de/a/asus-gtx-480-1144007838/
"HP, nVidia Quadro NVS 310 GK, 512 MB",hybrid,0,25.0,75.0,2020-11-22 20:15:00,https://www.ricardo.ch/de/a/hp-nvidia-quadro-nvs-310-gk-512-mb-1145428952/
ASUS GTX 1080 TI founders edition hybrid,hybrid,0,300.0,700.0,2020-11-24 20:30:00,https://www.ricardo.ch/de/a/asus-gtx-1080-ti-founders-edition-hybrid-1145011754/
ATI Radeon HD6350 Grafikkarte 512 MB,hybrid,0,13.0,20.0,2020-11-24 10:50:00,https://www.ricardo.ch/de/a/ati-radeon-hd6350-grafikkarte-512-mb-1140165640/
MSI GeForce RTX2080 DUKE 8G OC V372-003R,direct,,,549.0,2020-11-21 17:24:00,https://www.ricardo.ch/de/a/msi-geforce-rtx2080-duke-8g-oc-v372-003r-1131369088/
MSI GeForce GTX 1080 GAMING X+ 8GB,auction,0,200.0,,2020-11-25 20:29:00,https://www.ricardo.ch/de/a/msi-geforce-gtx-1080-gaming-x-8gb-1145398538/
NVIDIA QUADRO FX570 PCI-E 256Mb,hybrid,0,10.0,15.0,2020-11-22 19:28:00,https://www.ricardo.ch/de/a/nvidia-quadro-fx570-pci-e-256mb-1141218220/
ATI RADEON HD 2400 XT PCI-E 256Mb,hybrid,0,10.0,15.0,2020-11-22 19:26:00,https://www.ricardo.ch/de/a/ati-radeon-hd-2400-xt-pci-e-256mb-1141218924/
AMD HD7950 OC 3GB DDR5 PCI-E Grafikkarte,auction,0,40.0,,2020-11-25 15:24:00,https://www.ricardo.ch/de/a/amd-hd7950-oc-3gb-ddr5-pci-e-grafikkarte-1136005078/
SAPPHIRE Radeon RX 580 Nitro+,direct,,,119.0,2020-11-20 09:31:00,https://www.ricardo.ch/de/a/sapphire-radeon-rx-580-nitro-1143497334/
Grafikkarte Nvidia NVS 310,direct,,,15.0,2020-11-20 05:48:00,https://www.ricardo.ch/de/a/grafikkarte-nvidia-nvs-310-1141299176/
ASUS AMD Radeon R9 270 Grafikkarte,hybrid,0,50.0,95.0,2020-11-25 14:42:00,https://www.ricardo.ch/de/a/asus-amd-radeon-r9-270-grafikkarte-1131962732/
Zotac GT 440 1 GB DDR 5,hybrid,0,39.0,99.0,2020-11-19 21:14:00,https://www.ricardo.ch/de/a/zotac-gt-440-1-gb-ddr-5-1127396652/
PCMCIA 54 mm 6-polige 1394A IEEE 1394,direct,,,25.0,2020-11-21 11:54:00,https://www.ricardo.ch/de/a/pcmcia-54-mm-6-polige-1394a-ieee-1394-1132535334/
Gigabyte Radeon HD 6950 OC (1 GB),auction,0,25.0,,2020-11-19 12:46:00,https://www.ricardo.ch/de/a/gigabyte-radeon-hd-6950-oc-(1-gb)-1139254558/
GEFORCE GTX 1070 Grafikkarte,auction,0,100.0,,2020-11-24 23:17:00,https://www.ricardo.ch/de/a/geforce-gtx-1070-grafikkarte-1145478142/
Interne PCI-TV-Tuner-Karte,direct,,,35.0,2020-11-21 21:52:00,https://www.ricardo.ch/de/a/interne-pci-tv-tuner-karte-1050316478/
GeForce GTX 1060 Xtreme Gaming 6 GB,hybrid,48,133.0,350.0,2020-11-19 18:59:00,https://www.ricardo.ch/de/a/geforce-gtx-1060-xtreme-gaming-6-gb-1144724802/
Thermal grizzly & Arctic Clean,hybrid,0,19.0,29.0,2020-11-21 11:10:00,https://www.ricardo.ch/de/a/thermal-grizzly-arctic-clean-1144909836/
Grafikkarte,auction,0,50.0,,2020-11-25 16:52:00,https://www.ricardo.ch/de/a/grafikkarte-1145575574/
Crossfire GPU Connector,direct,,,8.95,2020-11-22 21:12:00,https://www.ricardo.ch/de/a/crossfire-gpu-connector-1120713582/
2 Typ C Anschlüsse USB 3.1 PCI Express K,direct,,,40.0,2020-11-24 22:00:00,https://www.ricardo.ch/de/a/2-typ-c-anschluesse-usb-3.1-pci-express-k-1028620226/
Grafikkarte ATI FirePro V8700 1GB PCI Ex,direct,,,49.0,2020-11-26 15:52:00,https://www.ricardo.ch/de/a/grafikkarte-ati-firepro-v8700-1gb-pci-ex-1134878108/
Nvidia GTX 1080 Ti 11 Gb Founders Editio,direct,,,380.0,2020-11-19 17:18:00,https://www.ricardo.ch/de/a/nvidia-gtx-1080-ti-11-gb-founders-editio-1145428898/
nVidia GeForce GTX 950 STRIX,hybrid,0,97.0,140.0,2020-11-21 19:08:00,https://www.ricardo.ch/de/a/nvidia-geforce-gtx-950-strix-1118103734/
Grafikkarte AMD Radeon 6570,direct,,,22.0,2020-11-20 20:12:00,https://www.ricardo.ch/de/a/grafikkarte-amd-radeon-6570-1144387174/
Gigabyte repl fan - 88 mm - T129215SU,direct,,,9.9,2020-11-19 12:20:00,https://www.ricardo.ch/de/a/gigabyte-repl-fan-88-mm-t129215su-1145225514/
Gainward GeForce RTX3070 Phoenix GS 8GB,direct,,,799.0,2020-11-22 15:39:00,https://www.ricardo.ch/de/a/gainward-geforce-rtx3070-phoenix-gs-8gb-1144640040/
Grafikkarte Geforce GTX 980 ti ACX 2.0+,auction,0,115.0,,2020-11-23 22:16:00,https://www.ricardo.ch/de/a/grafikkarte-geforce-gtx-980-ti-acx-2.0-1136453380/
ASUS Nvidia GeForce GT 630,direct,,,15.0,2020-11-22 16:08:00,https://www.ricardo.ch/de/a/asus-nvidia-geforce-gt-630-1145092928/
Radeon RX 570 4GB - DEFEKT,auction,,,,2020-11-22 19:50:00,https://www.ricardo.ch/de/a/radeon-rx-570-4gb-defekt-1144927894/
Gigabyte 1080 - 1070 Ti repl fan - 75 mm,direct,,,9.9,2020-11-19 12:22:00,https://www.ricardo.ch/de/a/gigabyte-1080-1070-ti-repl-fan-75-mm-1144917646/
Asus ENGTX 275,hybrid,0,10.0,20.0,2020-11-26 12:16:00,https://www.ricardo.ch/de/a/asus-engtx-275-1132718322/
SAPPHIRE NITRO+ RX 570 4G G5,hybrid,0,90.0,132.0,2020-11-19 20:30:00,https://www.ricardo.ch/de/a/sapphire-nitro-rx-570-4g-g5-1131895918/
3 Nvidia GeForce GT 610 Gafikkarten,auction,,,,2020-11-22 19:20:00,https://www.ricardo.ch/de/a/3-nvidia-geforce-gt-610-gafikkarten-1144672612/
ASUS GeForce RTX 3070 ROG Strix O8G,direct,,,700.0,2020-11-19 12:19:00,https://www.ricardo.ch/de/a/asus-geforce-rtx-3070-rog-strix-o8g-1143419156/
ASUS GTX 560 1GB,auction,0,33.0,,2020-11-19 12:00:00,https://www.ricardo.ch/de/a/asus-gtx-560-1gb-1124524852/
NVIDIA Quadro K4200-Grafikkarte,auction,12,106.0,,2020-11-18 20:22:33.701283,https://www.ricardo.ch/de/a/nvidia-quadro-k4200-grafikkarte-1139970468/
Mac Pro GPU cable 6 pin PCI to mini PCI,direct,,,7.5,2020-11-19 11:46:00,https://www.ricardo.ch/de/a/mac-pro-gpu-cable-6-pin-pci-to-mini-pci-1144604130/
MSI GeForce 8600 GT,auction,0,16.0,,2020-11-22 02:02:00,https://www.ricardo.ch/de/a/msi-geforce-8600-gt-1139536748/
Cross fire bridge 85mm,direct,,,3.0,2020-11-19 16:54:00,https://www.ricardo.ch/de/a/cross-fire-bridge-85mm-1144803344/
Gigabyte GT630 2GB Graphics Card,hybrid,0,25.0,45.0,2020-11-21 11:58:00,https://www.ricardo.ch/de/a/gigabyte-gt630-2gb-graphics-card-1142750140/
Grafikkarte Zotac 9500GT 512MB DDR2,hybrid,0,10.0,20.0,2020-11-21 12:57:00,https://www.ricardo.ch/de/a/grafikkarte-zotac-9500gt-512mb-ddr2-1124151308/
nVidia Quadro NVS 290 Grafikkarte,auction,0,30.0,,2020-11-20 20:24:00,https://www.ricardo.ch/de/a/nvidia-quadro-nvs-290-grafikkarte-1113141410/
Grafik card 64MB,auction,0,2.5,,2020-11-26 12:40:00,https://www.ricardo.ch/de/a/grafik-card-64mb-1134260150/
NVIDIA FX5700 - PCI - 256Mb,hybrid,0,10.0,15.0,2020-11-22 19:26:00,https://www.ricardo.ch/de/a/nvidia-fx5700-pci-256mb-1141219576/
Grafikkarte eVGA Nvidia GeForce GTX 480,auction,0,55.0,,2020-11-25 16:54:00,https://www.ricardo.ch/de/a/grafikkarte-evga-nvidia-geforce-gtx-480-1127666818/
ATI Radeon HD 2600 XT,auction,0,17.0,,2020-11-23 09:43:00,https://www.ricardo.ch/de/a/ati-radeon-hd-2600-xt-1145204372/
2x Mini 6 Pin To 8 Pin Mac Pro GPU cable,direct,,,12.5,2020-11-19 14:56:00,https://www.ricardo.ch/de/a/2x-mini-6-pin-to-8-pin-mac-pro-gpu-cable-1144167506/
GPU CAD Nvidia Quadro K5000 - 4 Gb DDR5,direct,,,140.0,2020-11-19 07:00:00,https://www.ricardo.ch/de/a/gpu-cad-nvidia-quadro-k5000-4-gb-ddr5-1144577108/
Nvidia Quadro K4000 Grafikkarte,auction,,,,2020-11-18 20:24:00,https://www.ricardo.ch/de/a/nvidia-quadro-k4000-grafikkarte-1139973706/
Adapterkabel Motherboard Molex IDE 2 p,direct,,,2.95,2020-11-22 17:22:00,https://www.ricardo.ch/de/a/adapterkabel-motherboard-molex-ide-2-p-1126268874/
GeForce GTX 680 2Gb - Mac Pro bootscreen,direct,,,189.0,2020-11-19 15:32:00,https://www.ricardo.ch/de/a/geforce-gtx-680-2gb-mac-pro-bootscreen-1145055866/
NVIDIA Quadro NVS289 PCIe x16,auction,0,19.0,,2020-11-22 22:58:00,https://www.ricardo.ch/de/a/nvidia-quadro-nvs289-pcie-x16-1128312242/
GAINWARD RTX 2070,auction,0,300.0,,2020-11-24 20:00:00,https://www.ricardo.ch/de/a/gainward-rtx-2070-1145547130/
Gainward GeForce GTX 460 2GB,hybrid,0,29.0,39.0,2020-11-21 09:20:00,https://www.ricardo.ch/de/a/gainward-geforce-gtx-460-2gb-1142745824/
ASUS ENGT520 SILENT/DI/1GD3(LP),hybrid,0,19.0,35.0,2020-11-21 09:52:00,https://www.ricardo.ch/de/a/asus-engt520-silent-di-1gd3(lp)-1142749734/
ASUS GT610 Graphics Card on Sale,hybrid,0,15.0,25.0,2020-11-21 09:56:00,https://www.ricardo.ch/de/a/asus-gt610-graphics-card-on-sale-1142750016/
NVIDIA NVS300 512MB GDDR3 PCIe,auction,0,9.0,,2020-11-23 19:16:00,https://www.ricardo.ch/de/a/nvidia-nvs300-512mb-gddr3-pcie-1128311436/
Sapphire AMD Radeon HD6870 Graphikkarte,auction,0,35.0,,2020-11-21 11:42:00,https://www.ricardo.ch/de/a/sapphire-amd-radeon-hd6870-graphikkarte-1123662706/
Zotac GeForce RTX 3070 Twin Edge (8GB),direct,,,700.0,2020-11-20 10:10:00,https://www.ricardo.ch/de/a/zotac-geforce-rtx-3070-twin-edge-(8gb)-1142627996/
Radeon HD 7950 3 Gb Mac Pro bootscreen,direct,,,189.0,2020-11-19 16:20:00,https://www.ricardo.ch/de/a/radeon-hd-7950-3-gb-mac-pro-bootscreen-1144798806/
AMD Radeon HD 7970 3Gb MacPro bootscreen,direct,,,199.0,2020-11-19 16:24:00,https://www.ricardo.ch/de/a/amd-radeon-hd-7970-3gb-macpro-bootscreen-1144799266/
nVidia Quadro NVS 310,direct,,,22.5,2020-11-23 09:52:00,https://www.ricardo.ch/de/a/nvidia-quadro-nvs-310-1129170398/
Grafikkarte MSI GeForce GT 710 2GD3H,auction,,,,2020-11-19 21:09:00,https://www.ricardo.ch/de/a/grafikkarte-msi-geforce-gt-710-2gd3h-1144600412/
Nvidia Grafikkarte QUADRO K5000 4GB,hybrid,0,250.0,350.0,2020-11-19 09:47:00,https://www.ricardo.ch/de/a/nvidia-grafikkarte-quadro-k5000-4gb-1111756026/
Grafikkarte AMD Radeon R9 350,direct,,,39.0,2020-11-19 09:52:00,https://www.ricardo.ch/de/a/grafikkarte-amd-radeon-r9-350-1133819224/
Adapterkabel Motherboard Molex IDE 2 p,direct,,,2.95,2020-11-22 17:22:00,https://www.ricardo.ch/de/a/adapterkabel-motherboard-molex-ide-2-p-1126268896/
Nvidia 4 WAY SLI BRIDGE,direct,,,10.0,2020-11-21 16:20:00,https://www.ricardo.ch/de/a/nvidia-4-way-sli-bridge-1141505702/
SAPPHIRE NITRO+ RX 570,direct,,,120.0,2020-11-22 20:06:00,https://www.ricardo.ch/de/a/sapphire-nitro-rx-570-1122182742/
Grafikkarte MSI „MS-V047“ Ver: 1.0 PCIe,auction,0,10.0,,2020-11-22 21:16:00,https://www.ricardo.ch/de/a/grafikkarte-msi-%E2%80%9Ems-v047%E2%80%9C-ver-1.0-pcie-1121015308/
Nvidia 3 WAY SLI BRIDGE,direct,,,10.0,2020-11-21 16:20:00,https://www.ricardo.ch/de/a/nvidia-3-way-sli-bridge-1141505642/
"ASUS GeForce 7300 GS, 256 MB, PCIe",auction,0,10.0,,2020-11-22 21:16:00,https://www.ricardo.ch/de/a/asus-geforce-7300-gs-256-mb-pcie-1118515782/
Sapphire Nitro+ RX580 Special Edition 8G,hybrid,0,169.0,199.0,2020-11-18 19:53:35.270192,https://www.ricardo.ch/de/a/sapphire-nitro-rx580-special-edition-8g-1143009110/
Dell/ATI Radeon X300SE 128MB PCI-E Video,auction,0,7.5,,2020-11-25 15:00:00,https://www.ricardo.ch/de/a/dell-ati-radeon-x300se-128mb-pci-e-video-1128177950/
EVGA Nvidia GeForce GTX 1060 6GB,auction,,,,2020-11-22 20:20:00,https://www.ricardo.ch/de/a/evga-nvidia-geforce-gtx-1060-6gb-1145142794/
Matrox M9138 LP PCIe x16,auction,0,39.0,,2020-11-20 21:34:00,https://www.ricardo.ch/de/a/matrox-m9138-lp-pcie-x16-1136094566/
PCI IEEE 1394-Controllerkarte,direct,,,40.0,2020-11-24 22:12:00,https://www.ricardo.ch/de/a/pci-ieee-1394-controllerkarte-1097920892/
Grafikkarte AMD Radeon R7 430,direct,,,35.0,2020-11-19 09:56:00,https://www.ricardo.ch/de/a/grafikkarte-amd-radeon-r7-430-1133819738/
Mac Pro GPU cable 8 pin mini PCI,direct,,,8.5,2020-11-19 11:02:00,https://www.ricardo.ch/de/a/mac-pro-gpu-cable-8-pin-mini-pci-1142868526/
Nvidia Quadro 2000,direct,,,42.5,2020-11-25 10:28:00,https://www.ricardo.ch/de/a/nvidia-quadro-2000-1106870526/
Zotac GeForce GTX 470,auction,0,29.0,,2020-11-24 16:22:00,https://www.ricardo.ch/de/a/zotac-geforce-gtx-470-1116247780/
Grafikkarte Asus 2x DVI,direct,,,20.0,2020-11-23 21:16:00,https://www.ricardo.ch/de/a/grafikkarte-asus-2x-dvi-1115805186/
SATA 15 Pin Male M to PCI-e Express Card,direct,,,5.0,2020-11-23 22:40:00,https://www.ricardo.ch/de/a/sata-15-pin-male-m-to-pci-e-express-card-1143141824/
Grafikkarte Nvidia GT 630,direct,,,35.0,2020-11-28 04:36:00,https://www.ricardo.ch/de/a/grafikkarte-nvidia-gt-630-1132266506/
GV-N780OC-3GD v2.0,auction,,,,2020-11-22 13:17:00,https://www.ricardo.ch/de/a/gv-n780oc-3gd-v2.0-1145067236/
GIGABYTE RTX 3080 GAMING OC 10G,direct,,,1149.9,2020-11-20 22:26:00,https://www.ricardo.ch/de/a/gigabyte-rtx-3080-gaming-oc-10g-1144407008/
Sapphire Nitro+ RX580 Special Edition 8G,direct,,,199.0,2020-11-20 08:02:00,https://www.ricardo.ch/de/a/sapphire-nitro-rx580-special-edition-8g-1143648416/
Graphics card ATI Sapphire Radeon HD4870,hybrid,0,20.0,27.0,2020-11-25 10:52:00,https://www.ricardo.ch/de/a/graphics-card-ati-sapphire-radeon-hd4870-1138930344/
XFX RX 580 8 GB Grafikkarte,hybrid,0,165.0,190.0,2020-11-19 17:08:00,https://www.ricardo.ch/de/a/xfx-rx-580-8-gb-grafikkarte-1136772682/
Cable Molex to PCI 6 pin,direct,,,5.9,2020-11-20 17:22:00,https://www.ricardo.ch/de/a/cable-molex-to-pci-6-pin-1116581284/
Zotac Gaming RTX 2080 Ti AMP! 11GB,hybrid,0,599.0,770.0,2020-11-20 19:59:00,https://www.ricardo.ch/de/a/zotac-gaming-rtx-2080-ti-amp!-11gb-1145015708/
Graphics card ASUS EAH6670 DC SL/DI/1GD3,direct,,,12.0,2020-11-27 19:00:00,https://www.ricardo.ch/de/a/graphics-card-asus-eah6670-dc-sl-di-1gd3-1136254296/
GPU 8 pin cable splitter to 2 x 8 (6+2),direct,,,9.5,2020-11-18 21:28:00,https://www.ricardo.ch/de/a/gpu-8-pin-cable-splitter-to-2-x-8-(62)-1145313824/
GPU 6 pin cable splitter to 2 x 8 (6+2),direct,,,8.5,2020-11-18 21:40:00,https://www.ricardo.ch/de/a/gpu-6-pin-cable-splitter-to-2-x-8-(62)-1145317178/
Graphics card ASUS EAH 5450 1GB silent,direct,,,13.0,2020-11-23 15:08:00,https://www.ricardo.ch/de/a/graphics-card-asus-eah-5450-1gb-silent-1135890430/
Graphics card ASUS EAH6670 DC SL/DI/1GD3,direct,,,12.0,2020-11-23 14:48:00,https://www.ricardo.ch/de/a/graphics-card-asus-eah6670-dc-sl-di-1gd3-1137237054/
Graphics card Sapphire R5 230 2GB DDR3,direct,,,27.0,2020-11-22 17:44:00,https://www.ricardo.ch/de/a/graphics-card-sapphire-r5-230-2gb-ddr3-1135895008/
Asus nvidia SLI bridge 120 mm,direct,,,3.0,2020-11-19 17:02:00,https://www.ricardo.ch/de/a/asus-nvidia-sli-bridge-120-mm-1134274164/
GTX Titan 6GB,hybrid,0,99.0,199.0,2020-11-21 14:59:00,https://www.ricardo.ch/de/a/gtx-titan-6gb-1145426942/
Sapphire Nitro+ RX470 8GB Mining Edition,hybrid,0,149.0,169.0,2020-11-27 17:06:00,https://www.ricardo.ch/de/a/sapphire-nitro-rx470-8gb-mining-edition-1126114864/
GIGABYTE RX590 8GB VRAM,auction,,,,2020-11-20 12:27:00,https://www.ricardo.ch/de/a/gigabyte-rx590-8gb-vram-1144774128/
Sapphire Nitro+ RX580 Special Edition 8G,hybrid,0,169.0,199.0,2020-11-21 18:06:00,https://www.ricardo.ch/de/a/sapphire-nitro-rx580-special-edition-8g-1128543430/
Sapphire Radeon HD 3850 Ultimate,hybrid,0,19.0,99.0,2020-11-21 04:16:00,https://www.ricardo.ch/de/a/sapphire-radeon-hd-3850-ultimate-1110137284/
ASUS ROG Strix GeForce GTX1080 Ti (11GB),auction,16,330.0,,2020-11-18 21:02:00,https://www.ricardo.ch/de/a/asus-rog-strix-geforce-gtx1080-ti-(11gb)-1144546740/
Nvidia DIN Connector Quadro 3800 4000,direct,,,14.0,2020-11-20 18:54:00,https://www.ricardo.ch/de/a/nvidia-din-connector-quadro-3800-4000-1077609884/
MSI GeForce RTX 2060 Gaming Z,auction,0,340.0,,2020-11-20 17:31:00,https://www.ricardo.ch/de/a/msi-geforce-rtx-2060-gaming-z-1144361116/
AMD Radeon Pro WX 5100 - 8 Gb VRAM,direct,,,220.0,2020-11-19 18:14:00,https://www.ricardo.ch/de/a/amd-radeon-pro-wx-5100-8-gb-vram-1134441308/
Carte graphique pour Dell Precision,direct,,,120.0,2020-11-22 14:45:00,https://www.ricardo.ch/de/a/carte-graphique-pour-dell-precision-1144631582/
Graffik karte,hybrid,0,35.0,71.0,2020-11-25 15:20:00,https://www.ricardo.ch/de/a/graffik-karte-1123496694/
Gainward Geforce GTX 580 3GB Phantom,hybrid,0,60.0,95.0,2020-11-25 16:40:00,https://www.ricardo.ch/de/a/gainward-geforce-gtx-580-3gb-phantom-1116868370/
PCI Express Riser Card 1x to 16x USB 3,direct,,,7.0,2020-11-19 09:56:00,https://www.ricardo.ch/de/a/pci-express-riser-card-1x-to-16x-usb-3-1131112048/
Grafikkarte Asus HD5850 1Gb GDDR5 4Ghz,direct,,,24.95,2020-11-21 17:22:00,https://www.ricardo.ch/de/a/grafikkarte-asus-hd5850-1gb-gddr5-4ghz-1120367960/
NVIDIA Quadro NVS 315 x16 2x DVI 1GB,direct,,,29.0,2020-11-19 21:58:00,https://www.ricardo.ch/de/a/nvidia-quadro-nvs-315-x16-2x-dvi-1gb-1133905544/
ASUS STRIX RX580 08G Gaming,hybrid,0,150.0,200.0,2020-11-21 13:16:00,https://www.ricardo.ch/de/a/asus-strix-rx580-08g-gaming-1144925512/
Nvidia GT 630 1 Gb - Mac Pro bootscreen,direct,,,55.0,2020-11-19 18:08:00,https://www.ricardo.ch/de/a/nvidia-gt-630-1-gb-mac-pro-bootscreen-1122111550/
1 x 6-Pin PCIe zu 2 x Molex Power Kabel,direct,,,3.0,2020-11-22 10:46:00,https://www.ricardo.ch/de/a/1-x-6-pin-pcie-zu-2-x-molex-power-kabel-1138721882/
ASUS EN7600GT SILENT/2DHT/256M/A,auction,0,6.5,,2020-11-23 19:30:00,https://www.ricardo.ch/de/a/asus-en7600gt-silent-2dht-256m-a-1128828684/
Sapphire Nitro+ RX470 8GB Mining Edition,direct,,,179.0,2020-11-26 23:42:00,https://www.ricardo.ch/de/a/sapphire-nitro-rx470-8gb-mining-edition-1125572660/
Palit GeForce RTX 2080 Ti Gaming Pro,hybrid,0,650.0,800.0,2020-11-20 13:40:00,https://www.ricardo.ch/de/a/palit-geforce-rtx-2080-ti-gaming-pro-1144786114/
RADEON RX 480 GAMING X 8G,hybrid,0,159.0,199.0,2020-11-23 23:20:00,https://www.ricardo.ch/de/a/radeon-rx-480-gaming-x-8g-1144239228/
DUAL Fan Für MSI Geforce GTX 1050 1050TI,direct,,,29.0,2020-11-19 09:00:00,https://www.ricardo.ch/de/a/dual-fan-fuer-msi-geforce-gtx-1050-1050ti-1132651472/
***TOP***AsusGTX 760-DC2T-2GD5-Grafikka.,hybrid,0,138.0,199.0,2020-11-23 17:06:00,https://www.ricardo.ch/de/a/***top***asusgtx-760-dc2t-2gd5-grafikka.-1119775590/
"Rallonge GPU, 18 centimètres",direct,,,7.0,2020-11-18 22:30:00,https://www.ricardo.ch/de/a/rallonge-gpu-18-centimetres-1135212282/
Graphikkarte ASUS passiv gekühlt (hBh),direct,,,20.0,2020-11-19 15:00:00,https://www.ricardo.ch/de/a/graphikkarte-asus-passiv-gekuehlt-(hbh)-1135316816/
"Sapphire RX 580 NITRO + (4GB, Mid-range)",hybrid,0,99.0,199.0,2020-11-21 15:00:00,https://www.ricardo.ch/de/a/sapphire-rx-580-nitro-(4gb-mid-range)-1144937172/
